from,to,distance
13608,5018,20.3
8594,603,36.0
17073,3461,63.0
10877,13044,90.3
257,16029,85.0
6036,7640,43.6
15752,16666,83.9
5275,12872,76.8
6670,633,7.9
14703,18700,86.3
11294,16734,58.8
15047,7437,89.1
11,7353,67.2
12997,12258,91.5
8868,6665,64.9
16214,17235,40.3
5590,2175,48.7
15353,13743,9.9
17359,10668,12.6
15268,8492,74.6
18647,15124,87.6
21,15551,93.3
3121,11562,71.0
6335,17999,13.0
10465,8157,56.4
2970,1055,54.8
16113,11088,35.8
8721,16201,12.0
13188,2795,66.4
11881,16930,15.3
9582,9145,7.3
17709,10537,71.0
17457,7928,28.7
16524,17075,66.4
15346,582,26.8
10597,11983,63.2
4511,926,21.3
16880,4458,18.9
18299,13496,46.3
8520,10822,13.5
8996,7564,53.3
4074,10525,49.8
6848,15135,50.4
8038,18941,45.4
7950,2987,20.1
13475,11788,60.9
1950,10797,71.8
10081,6479,44.4
3745,10990,67.7
19284,15389,30.3
4095,1513,18.3
9160,2113,33.8
13057,12261,40.0
668,17916,23.2
2586,14364,11.2
17333,6174,29.0
13250,17210,72.3
3126,13626,59.5
18975,6996,43.4
18050,17861,14.4
19079,5454,50.1
4789,8061,52.1
19476,227,44.0
5381,14908,34.3
12159,13344,76.9
6711,17879,53.3
16140,1966,12.3
4514,300,42.1
2547,6422,11.9
5815,8429,78.5
18860,11375,45.6
2756,1542,91.6
2684,8616,32.6
5250,14425,41.2
5112,17438,40.6
16216,19006,8.9
12919,12543,10.7
1689,8517,13.0
12554,10171,50.7
4064,12995,64.5
6479,18861,48.6
10864,10568,73.7
7735,8872,56.2
12344,19328,45.9
1069,18085,61.1
17687,6009,5.1
10235,13434,9.8
4845,15663,74.6
12547,5492,70.8
8068,7660,56.4
10943,2299,81.1
11414,15273,11.1
16843,2674,41.2
17582,6920,31.6
3207,5039,84.8
17607,13085,30.4
11206,5262,82.0
13687,15194,33.4
12634,18343,64.6
7496,10432,90.0
15435,18814,31.2
17176,2835,32.1
6463,17975,78.6
12222,6159,12.4
12329,7227,19.2
2857,15594,93.7
672,10240,69.5
18203,11331,63.4
7421,9842,49.5
19909,2614,16.1
8672,12055,99.2
8592,1584,83.0
8838,14668,26.1
12768,18868,25.7
7175,8206,41.8
563,38,85.9
1476,3619,83.9
968,4877,50.7
5189,14199,45.2
13968,17918,70.1
3532,11199,75.0
8956,8772,72.8
904,2330,91.5
19964,7246,95.7
6379,12687,19.8
17997,11429,97.3
3071,18802,29.2
11953,13351,23.1
11667,7441,46.3
3081,7435,21.6
2530,19334,29.3
678,15487,56.7
4127,15348,65.5
4101,5234,64.2
9714,5165,49.8
132,19725,59.4
5029,16577,48.1
10854,3656,6.8
19260,17580,53.8
13321,19843,72.4
16511,11940,53.3
6598,18638,44.9
7325,16325,72.5
3290,16735,36.3
842,16174,27.8
1858,15259,80.3
14385,14472,71.1
14276,12259,89.2
17225,15732,26.6
10220,19539,88.0
6333,3767,57.7
5182,9307,60.6
12429,7884,76.0
10410,15163,26.2
14507,17775,56.1
6620,15756,44.3
5079,3774,95.1
19017,4737,43.8
10734,2819,19.6
8667,3767,42.4
18634,13720,42.2
19545,15157,34.0
10217,2716,63.1
10064,2484,8.6
16139,11885,19.6
11764,19296,94.6
16962,1047,92.1
5763,3383,16.6
983,11641,45.1
16976,4171,54.1
9579,13001,6.0
19786,10703,77.8
1046,4848,76.7
8630,18660,73.2
4414,14382,12.3
13149,2619,46.6
13667,3617,86.9
5782,5184,37.2
4444,3872,23.7
7879,11842,65.4
15713,12434,19.2
8113,8000,56.8
19234,3718,48.2
12349,12009,25.4
12217,15586,61.6
7013,11566,8.5
19748,17266,67.8
4090,10782,58.0
12026,11685,14.6
15647,9670,67.9
15042,8614,72.6
1996,9081,75.4
1111,4105,13.2
15965,8301,8.2
10822,9379,26.6
10652,12642,57.3
13529,13324,70.2
10101,19259,46.9
12787,14154,47.0
1358,2119,62.8
11068,13076,94.3
7333,8958,23.1
11398,7511,38.9
12862,7232,90.4
16766,14976,53.3
10217,7395,14.2
13185,14274,12.2
11184,18640,99.5
303,13404,36.7
7244,7100,63.9
1085,19309,96.2
9595,8883,44.8
13694,13398,6.9
14639,10114,56.6
13179,14867,24.1
655,11530,81.1
12002,12057,34.7
7124,14439,58.4
413,8742,90.7
4782,5895,12.4
79,9590,27.9
2155,14735,27.5
17376,14188,41.0
12114,17435,41.0
13050,15636,77.9
2203,11983,5.9
13147,9862,51.8
670,4409,14.2
490,5252,82.8
17629,6565,95.0
12271,11466,18.2
3816,11057,12.5
15270,8122,26.2
14104,16276,11.0
180,2897,20.5
7750,19717,86.9
18788,14552,8.6
769,5430,66.8
9494,2648,7.0
2860,18376,9.1
3527,19992,38.3
15859,9683,98.0
13661,13565,65.8
10854,8384,7.5
1310,3711,20.4
7210,13733,85.9
12530,3416,90.2
3256,12763,7.4
10614,11025,25.4
1491,6546,90.4
6634,5768,40.0
4413,11625,82.2
8336,3999,39.8
17867,12009,93.4
10179,13144,66.6
8277,645,86.2
13933,11776,57.7
15961,15529,40.3
9106,13679,38.1
10034,3028,77.7
3707,17860,79.6
16352,2093,86.0
15057,3141,34.8
9294,10171,91.0
10380,612,32.3
17387,12699,6.8
9847,2264,8.1
9553,1437,81.9
5021,8252,47.4
6199,11477,7.0
9493,19891,52.8
13271,18655,47.3
15733,7980,63.2
4797,1661,23.1
11796,4310,92.0
17240,15534,73.2
3149,14286,12.1
16201,19313,80.4
7916,10589,41.0
6304,412,79.0
13390,7110,55.3
17750,7248,98.9
19344,13873,39.0
18111,4337,25.5
9652,3524,40.0
10055,19037,42.2
17709,12515,65.5
7242,15819,20.5
13741,19483,14.4
1664,14022,5.2
16576,2016,97.2
722,14164,82.9
12879,8594,56.9
9571,16999,44.7
9178,116,9.3
14205,10237,33.0
7965,7883,74.0
19346,1082,58.1
10935,14350,25.4
10000,9897,25.4
10639,3688,36.7
14935,4850,31.9
17487,15837,24.1
1305,13676,7.0
12682,12461,37.2
7457,7504,55.6
4457,739,5.7
11702,14109,28.4
19776,16401,33.1
10103,18646,47.5
18356,18203,35.5
12414,8262,58.6
5573,12743,18.0
14123,10602,81.8
234,2499,17.9
8673,19865,48.9
6958,16596,61.8
18153,15281,55.3
6040,827,58.8
4666,16184,24.6
16233,7921,27.0
13257,15449,71.7
13892,2476,93.3
10981,13028,56.0
836,5825,44.1
9829,16130,75.1
6186,17508,43.6
17481,14147,28.1
6802,2245,85.4
10432,4144,56.5
3428,646,99.3
8704,9991,49.3
3524,2046,44.9
4656,13076,41.7
18507,16832,86.8
11445,12108,53.5
8284,13584,36.7
15718,7824,94.3
627,12792,86.7
18840,5722,77.1
17771,9693,28.5
5512,14455,55.3
2792,4014,55.9
12483,3625,81.4
2687,3893,76.6
422,19012,29.5
8413,9811,63.0
1951,11354,78.6
4352,3216,58.9
14050,15006,54.6
15513,14395,20.2
15762,2172,77.1
5970,17553,26.5
4762,14699,10.6
13143,6156,70.0
17966,7744,17.7
938,3106,35.3
8446,19655,36.4
172,1837,31.0
7107,1411,35.3
13584,14037,34.4
10673,13725,38.6
17607,787,79.3
5134,11625,64.2
11675,12115,76.1
14263,11539,15.6
11549,10226,50.9
8703,4663,43.5
8532,3669,59.6
2455,9164,46.6
6478,11363,10.6
14738,5302,20.8
1985,14584,45.9
6769,17489,15.4
16572,19300,95.5
3595,3088,77.1
4122,15014,59.4
11886,17472,92.8
7199,11440,80.3
8350,1128,61.7
12717,5982,79.1
6053,11227,56.4
6759,13394,31.8
2485,2466,48.5
4217,15022,80.7
3301,8454,20.1
3967,17577,83.2
9897,17967,21.6
17932,15236,16.4
3560,12028,59.4
16849,13555,45.5
17713,14510,88.9
19286,18269,37.1
4328,4040,58.7
3154,19835,62.2
15709,13575,39.4
2080,17126,41.0
12108,17009,56.6
9024,16555,92.7
19724,10439,18.0
7265,15164,5.1
4320,349,69.5
8262,1246,67.8
392,5135,95.0
9144,9539,67.3
4335,7519,83.2
13330,19020,56.8
9918,10349,30.4
13198,8808,5.1
16236,5120,36.4
14766,14563,83.8
10084,8983,66.4
16525,18693,85.7
3731,7722,9.1
7811,8818,56.6
10246,1197,71.3
8456,7009,25.7
6767,4797,40.6
12550,18248,8.1
1757,4326,75.2
3424,10902,32.3
1064,11261,67.4
19643,9381,99.9
11669,10620,26.9
4594,8796,28.8
6136,11226,8.9
10738,10081,58.1
10680,16560,34.6
16013,242,5.2
727,7756,8.2
18343,17029,27.8
14207,16535,85.9
14648,8477,47.7
11817,3738,10.0
11241,11532,44.9
222,2810,15.5
16697,3041,85.7
10647,12603,25.0
10178,8846,44.1
1613,7884,6.1
16483,15525,96.9
19666,2345,32.6
9285,13874,71.5
5975,7454,44.1
11057,8207,76.2
16959,174,61.0
6940,2618,99.6
595,14503,27.2
19716,6199,14.1
19685,12489,24.4
16697,2439,70.2
9500,15142,40.7
16823,5388,20.3
5851,11442,42.9
7191,2689,80.7
7330,9254,85.8
3596,12443,29.7
6955,13475,96.3
16751,3509,17.0
4414,10769,54.1
8819,6979,62.1
17274,13884,90.4
4083,14017,32.0
14465,2312,23.3
4903,11924,85.5
1470,8482,50.3
9571,17073,39.3
4533,10646,16.1
13840,12741,96.3
10480,6765,90.1
6947,6591,41.4
18430,2275,16.1
4620,9402,82.7
10505,7165,19.6
2879,19095,90.3
13919,6093,89.6
16231,6472,70.7
14985,19217,89.1
2618,14060,80.2
13647,19951,30.3
11202,16633,81.9
2787,4726,98.1
14125,10987,70.3
4338,11593,61.0
3032,11849,9.0
11962,10949,75.6
7047,3708,26.9
13732,16312,9.6
10378,17079,46.7
3124,6840,64.3
11716,14488,13.0
19171,12820,74.7
17465,6979,15.2
19093,10627,42.9
12612,8061,11.5
3352,3682,78.7
4330,15262,69.6
7769,13379,79.2
1410,15400,90.2
13083,18369,83.4
12868,7032,89.3
16224,12645,13.4
11908,5092,54.3
5462,10816,55.7
19438,6862,18.0
11744,4005,54.8
5184,11172,24.7
10019,13856,28.1
2825,14890,73.8
7798,15134,50.4
17393,4449,15.7
5921,1118,64.8
16069,18709,88.3
12915,3508,70.4
19995,15440,57.5
18821,16283,28.7
13448,181,10.8
10222,10001,53.5
1805,5360,55.3
19624,13865,9.8
10080,16071,55.4
5030,13737,46.2
18810,9151,97.0
8859,5439,43.4
8916,1234,23.5
17958,5001,13.8
13107,10504,97.5
7850,9851,27.9
16766,2323,45.0
3617,16431,22.4
9902,15140,47.4
15036,2901,15.3
15206,16995,92.0
1050,19449,28.2
13655,16154,12.0
14510,1570,33.3
875,7313,57.1
7114,11943,89.6
1904,3705,7.6
10462,15244,93.1
12065,3801,13.3
16734,3885,5.6
17612,14278,44.7
4037,13099,84.4
760,17998,86.0
13170,99,67.7
10226,2846,29.8
508,1588,25.8
14842,14862,18.9
7955,3181,46.9
18222,18866,25.2
7057,213,89.1
19354,13025,96.0
1713,17157,39.6
13912,16319,94.8
4195,5974,10.1
8485,1127,12.4
13812,14582,50.1
9349,746,71.2
14404,9573,38.3
16179,34,29.7
8065,19448,67.4
9800,7366,28.8
16029,1077,59.7
3012,11672,24.2
16979,16518,39.0
7947,19032,38.7
3902,16792,6.1
14795,4693,81.7
8985,5100,66.5
12731,10286,84.5
247,13914,66.9
15950,7611,35.5
346,1757,82.0
1717,18010,19.1
13414,13593,33.3
8019,3900,31.0
15114,2971,78.1
4438,11108,52.2
6661,15375,88.9
3774,18961,47.1
13020,7083,99.5
1863,12668,70.7
15376,7126,83.6
3090,16055,81.9
10903,5714,31.9
8355,13814,25.5
13065,17659,34.6
5479,19835,22.2
8075,18171,67.5
19622,7197,99.6
9251,5369,85.0
6080,19817,25.1
13971,14798,49.1
18854,7362,17.4
11756,5644,23.0
16651,19405,24.1
3813,15301,99.6
4202,6878,46.4
7658,17165,48.3
7059,19360,89.6
12208,17649,96.5
2966,18208,97.2
1498,1414,63.9
1902,10394,90.6
1897,17685,7.0
5773,14841,73.2
1706,19593,36.2
2285,11457,38.1
11146,18501,44.2
11722,14271,94.9
11164,13617,55.6
6640,15320,80.1
5163,10709,29.7
16866,13175,62.5
19801,11762,36.1
189,7312,86.1
7029,18453,13.5
3827,634,36.3
12567,11435,24.1
6389,4142,63.0
12936,10690,79.2
12557,2921,7.6
14375,10378,41.8
7011,1011,29.1
7497,19931,47.7
5578,8935,57.4
10219,19203,51.7
5193,18364,30.6
14539,15784,21.4
4533,2980,85.2
17037,19331,46.8
8338,19706,97.8
16295,1364,91.9
15061,15841,73.4
12910,1794,15.6
19492,1475,89.0
5852,8222,23.3
10402,8997,36.4
4922,5886,98.9
831,9977,9.7
2467,5515,14.0
10319,2620,96.5
7961,18684,17.8
16558,2592,51.1
4342,18028,56.2
2226,1076,89.4
14468,10231,7.9
14373,10843,29.9
1160,3903,29.0
3837,1942,17.2
10019,16487,72.2
18196,12355,25.2
1335,6370,52.5
16312,10035,32.4
18170,15335,51.3
15184,14276,60.8
6874,18342,29.5
19721,16453,66.2
2466,7754,93.1
10294,10216,36.4
8630,9938,28.8
18625,9576,64.4
7903,18717,24.2
5051,7809,28.0
18146,6696,45.1
9242,4828,34.9
1028,8050,30.4
18584,5215,90.0
13934,18714,14.2
120,2450,41.2
4967,18765,64.5
16000,18438,92.0
17884,13931,29.4
5246,19208,64.6
8295,17694,51.8
9696,18960,49.5
8425,12147,29.2
11441,2167,90.8
12296,7473,98.2
14580,16153,46.3
15878,11397,50.8
13800,6192,19.0
3725,12440,44.7
8481,1363,47.1
8387,5197,79.1
12363,10563,74.8
19968,3526,48.0
16323,9037,98.3
15416,18701,53.8
384,503,31.2
12394,16126,100.0
4788,15412,46.3
19389,19606,40.1
6662,2089,99.1
7029,12450,83.7
14276,12548,50.2
1649,16088,72.0
6303,17900,8.1
14865,13816,31.3
9867,7719,68.2
18413,9038,41.6
17854,3897,57.5
12399,4526,10.8
1130,1024,71.4
4809,19299,11.5
13394,2842,70.4
13124,14220,72.2
29,1435,17.3
8318,16854,27.2
6422,14240,50.4
7738,14083,70.9
18382,8392,18.1
197,9925,16.2
9845,4923,27.4
12126,19359,82.8
17468,1274,30.6
3798,13939,87.8
8883,2043,60.5
7278,17288,40.7
10146,4919,17.5
5264,778,50.9
5832,8069,59.4
18089,9595,27.6
14059,14989,36.8
157,6147,77.0
13421,19122,22.8
5627,5142,47.8
499,9001,19.8
6459,15359,31.3
11333,10436,92.5
14631,15858,81.3
17308,19016,13.2
3080,15050,16.4
3339,6706,8.1
13288,994,85.7
2116,10520,49.0
4084,13228,90.8
19956,11090,65.4
1324,11507,70.5
9365,1520,33.5
17626,8033,46.9
19042,18654,20.0
10138,1640,77.5
18174,4570,44.8
13254,11144,31.7
6820,2838,7.7
3453,7143,90.4
17117,14220,8.1
3871,19455,42.9
6012,5360,37.5
14910,13049,36.1
5586,3638,63.0
2122,8762,93.5
5308,12710,36.4
18512,4289,17.9
2380,7944,19.4
16322,3682,74.2
10786,17069,47.8
7872,8307,17.5
18958,4382,79.9
4375,14969,55.3
12617,9687,75.4
2406,2407,50.4
1511,10798,56.3
18659,10295,66.5
2542,19839,53.1
14971,532,48.8
12600,5655,8.7
15595,3324,6.3
6262,7983,79.7
2149,1172,20.4
5442,15464,53.5
19331,6267,60.9
17675,18475,82.5
5471,17696,19.6
10280,6743,18.0
16472,17443,24.6
1931,16322,100.0
1462,1603,25.4
16562,11079,62.5
2545,15014,52.0
1885,7146,33.7
18380,8967,7.1
7769,10646,86.8
17793,6828,59.3
15154,5793,62.0
4388,1732,81.0
10189,10002,88.3
7663,881,98.8
28,7326,52.6
18683,7971,29.7
4885,4183,30.5
1653,5977,75.2
12334,3583,7.9
19063,16126,70.9
15296,17638,43.3
5407,14794,88.8
2564,7711,75.9
8947,15401,5.8
8849,16882,69.1
13352,19929,28.0
7169,14267,38.2
16858,5885,94.4
9787,17126,38.0
17841,16141,21.9
7345,4723,59.2
4012,12364,88.1
6414,15703,46.6
15489,15081,11.6
2050,6406,59.3
9407,4152,74.4
651,17708,67.5
17143,6659,72.2
593,3022,38.4
3591,5874,63.9
19766,10292,33.9
16673,9702,93.6
12386,16014,61.4
27,5375,91.3
14188,9004,87.1
5841,1458,25.4
12661,2013,80.2
13618,696,30.0
3850,5267,55.9
1964,12893,42.8
4834,18114,82.2
16284,7605,69.6
4206,942,7.2
16914,14043,42.9
2958,13207,32.3
19602,3676,70.4
7899,14974,74.4
6494,7830,63.1
7325,3045,72.8
10136,15294,97.0
3551,10773,68.1
9083,19753,17.1
7630,2371,79.9
15533,1931,36.8
17634,1403,70.6
19313,1695,60.3
17587,16655,94.6
1681,13509,31.0
2526,13012,96.5
7949,7986,46.2
1984,8133,81.5
18296,6859,81.9
7799,14441,21.8
3599,1709,15.4
2431,18635,59.2
15429,13624,45.1
16138,14487,58.7
18643,14941,31.3
15181,2444,10.4
86,5612,10.2
4196,2414,75.8
12702,16585,81.1
12921,19734,53.3
19162,12382,10.8
11373,19810,90.1
14529,16140,60.7
6553,9840,31.8
7106,10944,63.4
295,4080,91.2
6299,3374,5.7
13614,14963,67.1
4213,596,12.7
19517,16458,73.6
10081,5054,29.5
2974,1624,50.9
18153,19030,11.1
17962,4906,31.4
18711,19357,20.4
4197,10068,55.5
5994,8323,45.5
8027,3955,66.7
7534,16703,71.0
4001,2784,82.7
10899,2567,33.5
19075,253,7.5
3104,2735,87.1
15090,18636,78.7
15767,14730,38.7
3827,16449,38.9
2708,18730,70.6
16298,7911,12.8
5925,5438,26.1
2816,12029,43.2
18593,6497,33.5
8423,6466,39.0
18558,19667,62.8
11590,7359,49.7
726,1409,90.3
12234,5885,72.3
17291,641,76.1
9161,6183,33.1
16258,18484,44.0
434,1534,48.8
5733,17933,15.4
16407,1428,91.1
12426,18804,94.9
16350,3055,16.0
2781,8456,61.3
4476,9844,19.2
19348,8665,20.3
255,3556,95.8
5942,3156,47.1
5556,9267,60.0
8583,13036,20.1
11824,291,41.0
16055,17956,50.6
14631,2127,60.7
2233,18528,86.2
779,6097,69.5
12421,17312,87.3
17916,17365,45.7
5080,673,46.8
7558,11537,57.9
1215,19014,49.2
7763,17314,21.7
3205,18393,92.2
18597,9534,73.4
3402,14521,53.4
15212,7124,7.5
3900,16364,49.3
4147,278,63.0
9878,13599,12.9
13483,17210,86.6
15727,208,82.0
13522,12018,16.0
17428,11377,92.3
6301,19441,29.1
14653,471,64.5
10402,11759,99.8
11181,10415,41.3
16510,19495,63.4
12324,8341,82.2
10358,17180,84.2
18622,7951,85.3
18636,3446,37.0
5204,19727,83.4
382,5082,8.7
15239,621,99.2
7813,17111,76.7
11228,12636,64.4
16671,17332,89.6
17970,15969,53.2
8989,12014,35.4
7811,5985,27.6
6056,16254,14.1
14390,6908,70.6
3661,13818,82.6
15353,211,35.2
2275,463,85.1
6195,6386,78.8
13056,11946,86.3
17531,795,32.7
524,15006,82.5
7097,8996,76.6
16696,14601,97.9
18865,17299,40.5
12741,4407,59.3
15351,43,63.5
3313,12502,32.9
13107,1112,55.8
5524,17453,48.1
13000,7836,53.1
5526,963,20.6
5988,10372,33.6
1420,11961,81.4
15688,13107,10.1
24,6916,67.5
902,9512,28.9
16426,3414,79.1
17238,15511,94.4
3081,2410,64.1
7862,5508,33.0
10204,17010,8.8
3547,2347,53.9
3526,943,45.1
15614,6641,66.9
2253,11483,50.2
16379,18292,32.0
7745,6328,24.4
2762,17858,71.4
725,15790,23.5
15662,5822,28.2
7490,10535,64.3
8017,1979,21.2
6591,12996,14.1
16598,18625,51.3
17084,4323,17.5
7235,5493,66.9
3878,12357,26.9
6646,9540,27.4
12912,944,38.2
15716,764,41.9
715,19285,95.3
18944,14596,77.3
17964,19103,18.1
16120,14034,52.8
13565,17785,80.9
15658,11403,84.8
3817,15543,82.5
16767,5649,93.3
7964,17685,79.6
873,4314,83.6
19397,690,43.4
18091,10882,48.9
12879,7413,77.1
2344,2752,71.2
9697,10352,75.8
12635,17937,31.1
2619,12610,93.9
19627,12205,46.9
179,1578,84.3
7753,13856,83.6
1208,19370,12.4
1002,4938,77.6
17970,3722,72.3
4706,18586,20.4
19066,3990,68.1
4201,18608,82.4
15741,2396,100.0
6722,12821,35.0
16442,14478,79.9
10072,15010,77.3
7183,13415,93.2
15140,7486,88.3
12641,13243,21.9
10295,15715,41.9
13885,13048,99.3
81,9933,20.3
2791,815,63.6
13254,11869,67.2
16624,16792,76.4
4044,8100,9.2
1851,10528,8.8
15624,16520,68.7
13328,19448,17.4
19728,11557,33.8
5980,1821,81.7
12816,17833,26.3
11928,6710,80.6
15731,339,85.8
10954,5444,26.9
360,13326,24.8
3150,13929,99.0
12313,19171,52.8
19361,4284,90.9
7912,153,27.4
7525,11713,42.1
15887,8735,15.3
133,5808,67.3
7300,6373,52.7
18988,19601,14.5
1440,1701,74.4
18235,1948,47.0
10943,14777,13.3
11969,4354,29.1
4867,19877,71.6
18114,358,76.7
15428,11629,64.3
10683,1312,58.0
13029,577,49.2
13269,13040,35.9
9106,14844,48.9
10882,3436,69.2
17335,975,39.4
3678,1702,96.2
17466,19447,57.8
1768,14084,31.4
14947,6406,31.1
19283,7834,19.0
11633,9667,65.0
5985,14617,85.5
8588,655,29.2
7815,6246,31.9
18805,4714,51.3
8592,9364,43.1
19498,789,89.7
3011,17666,93.6
8286,4448,69.9
1635,16313,49.9
1065,19220,43.2
4547,15720,24.1
3522,12541,81.3
4352,16987,69.6
6870,12648,52.6
19473,1690,61.3
11471,19678,17.2
6101,12839,95.7
7254,3827,71.4
13328,11655,79.4
2751,16570,47.5
2762,15128,70.3
1685,18117,28.3
1923,1690,79.8
17125,15187,30.0
984,12362,51.3
4354,5936,37.3
12621,13619,87.1
1104,12606,26.3
2785,8497,53.3
15999,7299,93.1
7646,19291,27.7
3355,13338,48.7
5762,8977,99.9
10795,4344,87.5
19522,18622,75.2
10342,6531,66.6
18314,16233,45.1
3495,16170,5.1
5723,17537,37.2
3056,15366,15.7
2601,15499,89.1
5926,12987,80.0
9370,287,71.8
7571,1868,18.6
19621,3191,25.7
5895,12019,30.0
2914,12281,23.7
17130,1361,24.5
6508,3359,86.5
4026,11006,72.6
14325,2304,86.6
3694,11124,25.1
4953,17580,42.3
11043,7139,25.7
16380,10192,43.2
2820,100,58.3
19104,11838,53.4
14901,18069,38.0
14936,13167,85.5
12161,5492,59.0
11250,9742,62.1
3762,5828,50.5
1569,15595,21.0
1359,13362,80.3
7697,18248,98.1
7387,19217,18.1
19640,7526,91.8
19183,8647,86.7
2087,3863,36.5
17872,377,88.1
10199,890,22.5
11455,15441,6.1
3201,2324,77.9
9789,14611,65.1
8363,3674,88.3
6264,18351,55.4
5877,10301,20.4
15355,9697,24.1
5682,10401,71.4
449,18965,82.9
370,2447,16.3
8597,14249,11.2
12850,17008,22.3
10974,12165,63.3
939,1158,30.0
13284,3153,23.5
4311,9936,62.5
15129,9823,13.0
1997,11878,91.9
12800,18201,13.6
17764,9378,23.6
6644,1611,94.5
15646,19057,16.8
6747,6333,43.8
14175,1114,73.8
12100,9179,69.1
10833,6269,97.3
9797,18575,92.9
14667,14935,55.2
2005,15620,70.3
7549,1757,56.5
15638,10998,65.4
5573,10466,79.8
10658,870,89.1
16260,3539,25.9
11318,769,70.4
9229,9862,48.2
9940,13751,75.3
9743,19137,97.7
5341,11005,51.9
7219,9175,59.0
9266,8615,87.9
12373,392,51.0
2168,19706,9.2
8663,8037,6.7
17305,15589,46.4
14775,12297,83.4
277,8846,44.2
6167,18341,65.4
17430,18469,84.4
12462,17674,50.2
17414,19369,54.5
13365,13946,29.0
15188,2788,21.7
14977,713,79.6
8194,3001,8.6
19489,15538,35.6
4382,2268,13.8
1220,12015,69.7
6022,14173,60.1
1484,11877,21.4
14843,10854,88.3
3187,13572,77.4
6254,15741,98.4
8554,14131,31.2
11286,16432,44.4
13,5885,63.3
13213,13375,28.3
10546,12341,17.9
626,371,19.5
15217,433,54.2
11826,9711,43.2
19536,9130,44.7
2488,13332,9.1
17903,562,98.4
7684,18202,61.1
18187,5924,44.4
3651,16283,37.0
16241,4895,38.7
2,1415,89.2
5870,6133,83.1
17254,4774,32.0
7681,11561,94.5
1131,498,11.7
19335,5343,28.5
9772,4626,44.3
7639,17449,89.4
9620,13153,79.5
12131,2200,84.4
7997,18170,71.1
15152,534,40.8
19267,17681,57.1
17250,786,53.8
9287,6538,88.0
5603,17754,62.1
15998,2565,83.4
3530,9006,62.2
18060,12856,93.3
4624,13559,64.9
961,1734,46.4
5126,14563,13.3
3629,12019,30.9
13402,15370,34.6
373,12607,23.0
14914,8461,94.6
13403,14642,18.3
5467,6945,75.4
18042,7235,5.7
5721,6551,74.5
10310,16287,31.9
13137,17086,55.5
7720,7022,49.8
12027,16546,32.3
1439,7068,99.1
6111,8303,95.0
10683,14079,63.0
16208,12391,27.2
18024,17491,55.0
11284,2396,52.7
19353,18553,92.4
2375,10218,32.3
9603,16379,42.7
16853,16042,46.8
6246,8902,81.8
6761,12116,83.3
13106,11438,80.2
18313,12584,69.0
4750,12282,7.2
15674,13593,78.3
6291,4846,69.5
19543,6495,28.4
3734,1519,33.3
14204,4904,94.9
8157,10185,51.0
10180,15170,10.4
12476,14772,89.9
13178,1050,37.7
16956,3625,20.2
5208,966,41.4
5591,13863,11.0
4122,18069,15.7
8628,16597,41.5
5168,11262,99.6
19869,9846,73.4
17035,14701,41.0
6881,2558,85.0
3703,4776,32.7
9486,3884,46.1
14199,18404,97.3
3847,18292,71.7
336,18388,94.3
2331,1584,30.1
14491,6718,78.2
15126,9017,63.7
14701,15130,44.6
6227,8577,63.5
4186,13039,75.1
18217,17587,88.8
11500,1197,90.0
7272,11813,9.6
19212,8525,23.8
12154,1652,87.2
9947,473,30.9
4388,1460,73.4
3756,9610,60.2
14265,4584,26.5
11671,19124,47.6
1231,2859,80.4
12338,5811,54.6
1723,10360,24.8
3569,19547,6.9
8871,19300,96.9
11921,13594,95.3
13364,5291,32.1
8843,6431,68.9
9641,7687,80.5
19728,11562,37.2
4271,11120,88.1
15721,11117,52.2
2099,258,14.2
2619,8734,17.0
2707,12309,64.6
3917,1860,91.6
6295,13362,63.8
19241,14521,70.6
10370,4328,47.9
12298,7400,59.8
12382,4401,48.0
18135,15779,39.1
5033,7704,67.4
375,16316,55.8
1244,17230,69.7
19895,6445,51.1
8873,13405,15.6
9607,16545,89.1
18291,14547,31.4
8345,9728,36.9
9690,4648,79.8
13011,4998,93.9
19219,5121,23.8
7685,740,14.3
18791,15213,35.3
19656,14670,33.2
8282,7021,6.2
17762,17807,69.0
6565,14379,98.9
10263,106,76.4
5544,13020,59.6
13999,2326,37.1
8174,7635,90.1
9947,6199,71.4
12514,13231,72.8
17676,17209,77.5
14199,16113,76.0
8322,11264,39.8
4157,5829,9.8
13900,4371,7.8
4228,8395,7.6
14876,8015,75.6
6563,9614,94.0
8775,12779,5.1
6378,15224,29.2
15466,3939,28.3
8884,5025,69.7
18012,18598,61.1
3860,13415,26.3
6104,13260,33.0
16202,8507,74.7
17419,13297,16.2
9276,18566,46.2
2865,16905,49.4
18432,19724,91.5
6179,6287,20.3
9555,16872,21.0
9655,9620,19.4
6525,3516,23.9
13237,3591,20.1
10900,11624,23.0
7613,11415,32.6
4614,4245,6.3
4437,5584,77.2
3446,11633,9.2
3729,7573,87.7
18643,12016,44.6
1112,2185,71.1
10131,11926,90.7
9839,9005,83.6
18745,1878,63.1
10504,19618,20.2
9554,1648,41.3
5097,9296,98.8
7704,15790,97.1
5931,19457,62.6
11866,13535,47.8
13381,5741,85.0
15282,10578,91.9
356,8146,73.0
2621,16455,77.2
9054,2893,67.7
9138,2038,65.3
6649,3040,45.8
7155,8622,23.3
19607,16437,98.5
4343,16044,38.6
11014,6693,27.7
3402,221,81.5
158,9467,14.5
5399,4546,70.0
