from,to,distance
6646,604,69.1
4681,3959,14.7
1114,5238,26.6
3538,464,78.1
1313,8787,47.8
6670,7950,93.3
456,5735,32.7
6105,466,29.7
1927,2528,62.8
7414,9837,25.9
8326,6920,76.8
3098,8021,63.8
5296,989,68.0
8375,2673,9.2
2915,809,95.6
7841,2285,78.4
8594,1190,8.9
1501,8832,24.5
8388,2680,12.5
4221,2608,92.1
2819,7884,98.4
3103,7710,52.7
5371,1978,13.2
8004,9025,69.7
9742,3081,30.0
5800,1905,22.7
7490,2404,28.3
9630,2780,65.5
9877,5329,60.8
7343,7795,12.6
6074,4518,37.7
8260,3334,9.4
384,3856,21.5
1932,7103,34.0
1312,8948,17.5
7323,4703,36.1
3639,978,77.7
1952,4091,83.1
5413,6597,73.2
6819,143,69.2
4114,9013,85.3
8704,5214,94.3
2572,4928,74.1
8230,5079,30.8
3656,9323,40.5
4646,5483,53.0
9171,8681,15.8
8086,6053,34.5
9142,5721,40.4
220,9525,66.3
9,4015,43.0
2637,6230,42.8
7696,8207,65.1
5370,4700,26.0
6158,9488,9.8
6454,4865,89.5
4069,1735,16.8
3090,1173,79.4
1342,7987,87.3
2531,5854,56.2
38,1805,57.7
5079,19,6.1
4820,1290,69.6
9555,9280,45.9
7920,6185,19.3
6889,9362,97.9
6228,6830,33.6
1629,915,98.1
1779,7898,82.0
2304,4295,49.6
1948,9244,86.7
8369,1339,33.6
9393,7405,95.9
3267,185,68.2
4311,9542,79.8
5223,9210,49.5
1088,941,35.4
604,8678,30.9
1267,8599,99.2
6510,3405,43.5
9893,2038,99.5
6064,7170,86.3
1577,424,15.6
3437,8769,37.0
7223,9479,8.6
8065,6147,16.4
350,2861,13.3
7257,8250,11.7
1010,3587,30.7
9110,2630,21.1
4244,3783,77.2
7248,1601,74.9
5690,3340,45.6
1497,4840,30.4
9875,3687,17.2
3011,189,29.9
4073,4380,28.9
9846,1757,76.8
1550,9853,69.3
4269,1749,88.4
6020,4517,96.2
2861,4089,94.5
4947,725,5.7
8726,6192,39.0
2384,3630,35.3
7506,5370,48.7
3081,5741,91.7
2095,1622,58.3
5738,2445,70.0
565,5082,82.7
370,1471,27.7
1736,3977,17.7
810,7354,42.2
3786,7850,96.6
7050,8218,45.1
3294,8790,70.0
7901,7984,63.1
6292,1984,57.3
4556,8204,54.1
6473,3868,57.8
7668,896,7.7
2121,7507,86.0
9276,1580,46.7
7261,7683,53.1
4504,2334,64.6
1882,7463,61.5
583,8138,54.5
6730,1310,77.0
871,2358,93.2
682,9209,92.6
2279,4695,16.8
6706,6842,99.9
7055,1111,8.2
1005,5037,14.8
3694,2255,99.6
4169,6014,52.0
73,8311,45.0
1639,7570,95.8
5626,2704,72.7
1156,9358,60.8
2522,5925,93.9
4904,9401,76.6
7002,9583,78.7
4724,6363,64.7
7990,661,77.7
908,5094,77.8
58,4389,17.5
9865,1064,14.3
5867,2802,34.1
159,9299,67.8
1198,677,69.9
1447,1456,39.2
5654,1994,62.4
5183,256,46.1
9787,7288,60.3
474,6658,78.5
3116,1488,54.0
557,5507,42.9
6759,658,62.6
5336,6745,61.5
1648,7704,67.0
5596,7215,20.0
5672,7476,91.7
2356,6432,66.4
36,9694,48.0
6933,2544,25.8
9559,9153,64.2
9613,4346,43.7
9679,7461,31.8
2261,6861,43.9
1009,8819,40.8
7109,754,24.8
9631,6823,89.2
5752,9221,51.7
8435,2619,18.9
66,4733,82.2
6146,729,92.1
3191,4069,55.9
8544,3962,13.2
345,5881,83.9
1076,7294,73.7
128,5773,15.1
2059,7162,21.5
9388,5084,38.9
2189,5527,24.4
4755,240,76.6
6630,2649,77.8
3901,775,10.5
668,8005,35.3
6927,3486,13.0
6845,2567,22.2
3584,770,87.4
6526,8879,14.6
5619,6248,97.3
9403,8172,7.5
2504,7256,37.5
3574,9556,75.4
2390,6357,42.9
7227,5652,33.6
3783,6063,33.1
9454,5671,82.7
7807,2204,11.9
4081,2685,38.5
1713,8447,47.4
5303,1120,68.2
9790,5641,85.2
3451,4156,27.7
6560,8560,41.9
9608,3126,57.6
235,8633,92.0
6046,565,87.5
87,6687,40.1
5784,8307,16.5
1312,551,24.4
7317,5949,44.0
7993,4553,80.3
5903,4183,88.7
4699,9936,82.7
8899,7789,8.6
9500,3948,69.1
4178,2325,75.7
2816,2132,99.4
3417,3838,99.3
5869,1176,26.6
8719,8590,67.1
8543,9956,62.3
6421,9019,24.9
7425,1989,47.3
1439,5878,80.8
7702,8794,8.9
3928,4511,45.4
9143,2378,20.4
8085,4621,87.2
9645,2110,8.1
7641,4986,21.2
7441,5135,42.1
3705,4704,31.9
8677,4395,66.5
7860,9217,33.3
4634,6335,34.1
1423,7075,22.7
3698,8905,71.9
645,3990,60.8
4834,1460,66.2
3355,6727,21.3
5574,409,58.3
5366,1206,79.8
8131,9983,17.0
891,6045,20.7
2955,4920,18.1
8460,1903,60.8
2930,9773,10.4
2207,5006,33.2
8910,4667,44.4
5122,9265,79.3
1588,9997,63.7
1537,564,29.5
298,68,82.4
2963,1321,36.0
4932,9629,14.0
190,6678,33.0
5435,7971,86.8
8199,3051,59.2
8346,1156,18.0
2846,6887,80.8
6808,8276,61.1
2267,3853,10.1
2221,6842,73.2
705,3800,25.5
7484,3944,41.0
92,5519,22.6
8216,7933,9.5
4085,979,38.2
1162,1491,36.2
2516,9495,67.2
3731,2909,75.4
192,7416,92.5
5731,768,51.8
9028,8640,44.4
1465,9610,65.1
1010,9166,96.9
9484,2448,83.2
9771,2723,39.9
1822,912,87.7
3195,6251,45.3
7261,5681,42.7
8687,4754,39.2
8047,7562,80.3
1091,5805,50.9
2172,2225,90.0
4928,8199,33.2
5681,5821,19.1
6242,3974,93.3
9830,3453,55.0
6698,2867,98.0
1310,3564,29.4
3610,429,75.3
1656,3308,84.7
1112,967,37.0
6110,4683,22.1
9340,6227,64.6
4384,5019,98.7
5791,418,57.8
6792,2619,33.4
5370,7635,5.3
3558,9405,68.4
2431,3280,70.6
8528,7368,95.0
2103,364,24.3
2892,4854,88.7
6171,7553,52.3
3550,8066,81.0
5874,3216,38.2
5676,7531,37.8
9044,738,7.4
7156,6346,15.5
309,767,39.4
372,3442,28.5
938,3343,66.9
6663,6029,50.4
2778,3090,17.5
2473,9076,54.8
7959,9290,87.1
6508,8633,66.6
369,6902,25.8
2595,9112,73.3
413,6275,85.0
2465,5590,90.2
7728,6164,16.4
1838,7440,60.5
1597,898,69.5
789,4488,36.6
9678,3645,56.7
8230,3527,23.4
8156,136,49.2
4552,6138,9.3
491,7291,90.2
7289,1213,36.3
8181,4483,23.0
9984,331,77.2
2283,7598,44.9
2770,9714,37.2
5314,6376,39.9
2181,2871,8.4
8845,2202,35.3
9703,1518,41.9
7280,4420,84.4
1365,2467,68.9
5604,7623,42.1
3393,3843,57.5
5054,6004,98.9
7953,9895,39.9
9348,2467,49.7
222,8847,32.7
9095,3522,31.3
1460,8736,58.5
4120,7332,18.8
3579,1651,10.3
80,3820,65.6
7289,4734,91.8
2437,107,73.1
2585,1237,46.0
8281,4100,73.7
1882,1,5.8
5287,6960,86.2
7985,8956,92.1
1200,1123,25.4
1610,1466,41.0
6037,5075,79.5
4113,2131,96.5
9064,4512,89.2
9446,2839,82.1
8486,4517,70.1
3176,5691,94.0
7659,5200,26.4
5674,6249,77.3
8977,3474,93.6
4361,4810,66.7
733,6178,64.5
6137,3752,89.7
5519,4678,90.5
533,6441,17.3
8540,4204,73.4
107,153,48.2
4791,9705,11.8
2535,3864,63.7
7527,267,28.7
3327,4249,47.4
1068,9873,93.9
7677,7969,9.3
4476,2335,73.1
3325,614,27.5
6597,593,94.8
3476,1152,83.9
6147,6942,20.5
4463,6760,39.8
5162,9153,6.3
804,1098,67.6
3956,2806,64.6
3623,3832,96.9
4926,4181,81.9
5361,1317,16.2
2913,7352,48.7
7501,1546,19.1
2118,8816,64.4
9072,3086,74.8
1236,1275,74.4
4090,9339,78.1
7197,7363,49.7
8661,8667,36.0
5295,5116,94.1
1186,8614,12.7
2393,4776,84.7
7661,2016,54.5
7449,4371,10.7
8601,1806,12.5
2080,5483,17.7
9123,1900,7.3
6954,988,76.0
298,4232,84.6
4321,1169,63.9
7921,4790,56.0
9354,2288,56.1
2101,4504,21.2
5592,6890,36.9
3067,6363,40.4
4988,1696,44.8
5521,3135,63.5
2267,3187,85.1
9773,7258,33.9
9469,5063,16.8
8701,5800,29.6
8507,9229,29.2
4745,377,28.8
6108,4339,85.0
9203,4786,11.8
5186,9137,15.0
3485,9136,96.0
2779,6178,75.9
7862,1837,86.4
9728,6734,19.4
5975,5143,61.8
5386,4122,71.5
4285,8045,94.0
2419,4714,19.8
6635,4635,64.7
4944,1450,54.9
7244,5752,71.0
2363,5399,38.7
3828,581,76.4
300,160,77.0
7673,7075,33.3
9563,6995,96.0
5297,2426,51.6
7476,2739,14.1
8105,8112,30.2
8209,9116,42.2
3705,4988,69.9
7946,7140,48.5
3823,9309,86.7
269,8081,40.4
2177,3733,71.8
5526,4283,44.6
4189,1721,60.8
6411,8248,92.3
1403,8443,98.4
4196,963,54.4
3631,3110,73.4
9975,8051,19.2
3244,9361,50.5
9424,3911,5.3
9085,6559,94.6
176,7932,26.9
9352,5307,10.6
8476,2661,34.1
3321,1252,73.6
6206,4843,53.2
8654,1464,98.1
9802,9229,86.0
1324,517,79.1
4951,7000,92.5
3144,2815,49.1
6381,7463,61.3
4052,1965,73.8
8034,7507,59.0
1064,6592,53.7
8926,5755,87.2
5044,6783,53.7
5926,8049,77.0
7080,4790,11.3
8677,3179,42.5
9576,7512,86.8
2371,6496,45.6
7630,9002,35.1
6499,7212,67.6
1920,5077,47.7
9136,8633,79.7
9898,7957,33.4
8407,2987,58.5
2410,7716,97.7
5902,4003,75.1
9658,9935,56.0
7222,568,71.1
1202,7093,70.5
4354,1346,64.9
2039,4932,74.1
7930,4620,6.6
2730,9694,95.0
57,9088,15.8
8537,116,74.8
9028,4192,27.4
9002,2266,81.4
991,9982,22.7
4012,5512,69.9
5102,3001,88.3
8746,8936,38.0
9225,2854,17.6
4447,5553,16.1
3081,2682,25.3
3658,2649,25.6
2007,5312,31.4
5967,3607,49.4
3303,3407,92.7
626,9858,70.9
8015,2559,15.3
1366,4206,21.1
2136,446,44.3
8467,4269,58.3
3319,4889,49.7
6897,6533,77.5
5665,7533,65.9
6158,9215,41.9
8072,1142,32.9
1434,7633,43.5
6652,7656,20.9
7642,7018,9.2
8048,4725,67.8
553,2720,61.7
815,5066,12.8
8792,3395,19.0
1351,9866,53.4
2143,1184,72.6
7803,4467,21.0
3900,1091,37.0
7424,6467,60.5
7271,7029,68.3
108,6688,61.8
277,1815,96.3
1694,7789,23.0
719,8463,50.3
8122,703,54.8
9287,1995,21.1
4387,4686,50.5
8887,4022,20.8
1847,7300,70.0
2206,6934,21.3
1480,4987,81.0
5203,5198,85.0
4815,4990,84.4
4172,2162,82.5
9311,9214,11.1
2394,9254,85.4
2455,7447,98.5
2884,9036,9.1
7208,9726,77.9
5479,7071,36.5
9347,5011,40.7
4206,8015,8.7
2768,5981,91.0
1264,1267,43.3
2767,8885,86.6
5785,3385,43.7
8594,2677,94.5
7493,7383,35.5
5157,2504,27.5
4174,5270,32.5
77,479,13.7
9940,5175,21.7
5429,4030,94.3
2071,728,21.8
9820,7891,91.8
4217,3895,83.3
6705,7014,35.4
503,9230,93.8
7661,7237,7.8
8777,3533,80.8
9226,3300,36.0
2330,4837,45.6
5433,6179,73.2
5157,339,68.9
132,5696,34.9
8537,8948,38.1
6119,7737,80.1
6769,2562,93.0
9891,8589,58.4
6737,7433,85.2
8043,5560,24.0
551,4929,24.1
7982,5041,32.5
750,7862,8.7
4046,9365,44.9
460,9696,60.4
2757,8425,30.6
5043,8799,7.5
9182,4839,81.3
8748,1605,43.7
3554,9149,31.2
3069,5841,92.9
5989,7138,99.8
1366,887,47.0
3782,42,42.9
4907,8474,45.5
3513,8862,74.7
9793,2257,86.8
6580,2066,13.3
4670,5329,85.6
3280,3337,43.3
2539,2661,76.6
4935,6060,86.5
9150,7753,58.5
4632,5115,6.3
7765,2787,98.0
4278,9359,50.3
5258,8147,23.6
8602,3658,67.0
8701,3242,17.9
3203,902,54.0
9517,3876,50.6
90,1749,26.1
8152,8777,65.2
118,3091,41.5
9455,9156,82.2
3185,4448,72.9
2685,935,46.0
442,5606,59.0
1730,8275,57.5
2684,5905,11.7
9941,6986,79.8
8285,4341,26.0
4087,7912,76.7
3264,6822,74.5
7205,3236,65.8
4839,1024,51.8
8035,3415,29.2
4155,8223,53.7
5580,5452,99.1
3724,7939,88.6
3111,8096,91.6
8570,6862,42.2
7329,3471,85.1
742,1657,60.3
7771,2246,92.9
5836,250,35.3
6404,4766,43.4
8318,9939,59.0
4263,9638,89.0
3378,3463,73.6
2172,4447,45.0
6726,563,50.7
6873,762,28.0
6291,7615,37.0
9790,6695,92.6
5705,239,24.9
8133,542,54.0
319,6173,42.3
3657,4545,92.9
5328,5918,26.0
9973,9232,74.3
1954,2739,22.7
7928,1585,70.4
3430,6024,23.9
5961,9015,74.7
5661,7604,78.3
5503,8377,24.6
8794,6582,18.2
3192,8227,33.5
5159,7870,94.1
2267,6702,51.5
2247,8504,80.6
5062,1079,85.8
8959,7994,23.0
7369,702,88.8
9300,8397,91.1
978,8903,82.6
4684,8022,94.8
4620,7056,6.2
929,5925,58.6
5156,2815,27.3
1046,426,18.9
2495,3025,65.7
7088,9282,19.0
4475,9168,94.9
7937,4075,5.3
7698,9844,10.0
1105,2191,13.1
3412,4573,14.0
6563,9318,69.1
4201,725,26.9
1174,2860,6.2
8745,4027,59.2
531,9338,81.3
9759,6679,55.2
3457,5424,52.9
8738,5152,67.8
1026,3577,6.7
2038,9566,22.4
913,7742,28.7
502,2044,50.6
3323,5293,53.0
5302,4852,68.0
3703,2286,63.7
2806,1709,92.8
7216,9298,52.9
2240,5773,92.4
6173,6247,58.0
398,523,45.0
4441,5783,39.2
5878,6822,86.7
565,5820,50.8
4949,1768,28.1
1507,978,64.9
6583,3948,91.8
6622,6193,29.4
1739,1085,52.4
2180,9676,40.2
9642,7211,87.7
4396,4364,79.0
1184,505,16.7
6467,308,68.0
4219,7199,52.0
916,5177,38.3
627,1685,72.4
588,3935,45.6
3958,2737,49.3
9869,8172,64.5
325,5294,49.2
259,2592,86.7
6947,1231,50.9
4825,39,45.7
3909,3149,51.8
1195,447,91.6
3175,2641,30.2
6736,4334,69.7
6320,4121,13.3
1706,9360,17.4
1208,6802,27.0
4453,8084,45.5
8703,4033,65.0
1634,9502,64.1
6086,8804,60.1
610,2710,13.6
214,3854,11.1
4071,3313,25.7
913,9882,81.4
8121,1822,50.1
387,8010,90.9
4128,2447,45.6
3697,150,35.7
3854,2566,16.7
8102,19,71.3
8309,5278,85.7
9961,8044,83.0
5045,7960,76.9
2106,6516,71.8
8998,265,47.7
546,2948,36.7
1899,4960,49.5
2136,7082,31.4
1912,9106,55.0
982,3930,57.0
2099,9349,96.9
4341,5010,49.2
7146,6493,48.6
2511,2796,35.9
3271,8402,16.7
9968,4473,45.4
1042,5254,18.0
1485,6,9.7
3755,2342,46.3
7531,7511,77.6
3113,9356,99.1
3741,9467,85.6
5131,4535,53.7
2401,48,63.4
3923,1179,13.9
1097,5405,39.4
7986,7516,28.9
1725,7808,38.6
9932,8747,25.0
6442,9979,75.5
1549,2975,72.9
5457,2125,80.2
6285,6526,68.9
5442,7770,38.2
7533,5136,22.5
1406,1944,34.0
830,6586,65.9
1305,2796,78.2
6760,4612,78.0
5048,6331,22.4
6858,8258,93.7
638,2974,38.8
5967,6333,85.8
1465,7940,33.7
5755,6123,52.8
7367,1347,63.6
9661,3961,35.7
3333,7575,30.3
1434,9988,36.9
7830,3496,69.5
1532,7280,20.4
7371,9591,86.6
8782,8000,88.7
9166,3225,71.8
8814,2366,28.8
8245,3314,87.6
5040,9726,80.3
843,851,84.7
8391,9498,60.8
4524,7636,32.2
3993,2308,28.7
1237,4272,46.4
5235,8517,26.9
3174,2248,47.0
4593,1652,36.0
7511,1671,42.5
5375,6806,59.8
5072,950,25.3
581,8670,75.8
2972,217,80.6
7166,2683,37.7
8065,7175,54.3
5065,2099,42.6
7225,8769,52.4
9190,2845,87.7
4585,7062,33.2
1085,4592,48.0
6809,2374,35.7
2549,4714,59.7
1640,6582,78.8
4797,4018,70.7
3740,9105,65.5
6658,4244,58.4
9895,3510,9.1
2963,5189,31.8
9894,8568,75.0
4866,8869,98.1
3128,8087,12.1
1195,9771,35.9
8732,3010,9.6
815,939,51.6
4259,9102,91.8
3816,3700,73.7
2927,1551,67.4
4639,4569,83.0
4623,8072,38.1
3724,5120,84.8
1139,9036,84.2
4803,5247,83.2
4518,5141,56.7
9887,5123,54.1
9206,9538,6.7
9780,5933,99.8
3878,9228,32.4
9659,1081,88.1
4323,7889,58.3
7510,4520,96.5
9269,8245,85.2
4656,9611,82.6
2995,5126,17.6
2557,7353,47.1
132,643,29.9
7567,7028,61.6
1317,5136,22.0
3020,4603,88.6
7280,9543,97.7
4665,3320,41.0
7066,8226,74.1
4961,6663,25.2
6850,2305,37.0
701,2503,93.3
4101,4779,60.6
3921,376,96.4
8506,9921,78.7
2373,1410,19.5
739,1387,73.2
6916,455,9.4
2442,7594,68.5
3577,556,30.8
8393,5378,64.6
8151,1809,95.4
7004,3378,85.9
8718,9856,18.3
5947,1601,93.3
8438,8962,89.6
6229,6834,21.9
7913,52,27.0
8951,3969,28.6
709,2480,8.4
6623,3396,50.5
3342,359,14.6
9022,7751,61.2
72,9653,12.5
2424,8278,6.1
9506,4178,65.3
8321,2572,36.2
2469,8764,69.7
6032,6071,74.0
3254,4262,32.4
5352,10,22.8
3662,7026,11.5
9757,8453,48.5
6280,8247,23.2
3185,3136,55.1
5621,2040,46.8
6795,5761,7.5
7882,1814,5.2
1845,6414,13.2
3228,1392,25.8
5257,6521,68.4
436,1863,40.3
7990,4872,10.3
384,6486,27.1
2035,4811,24.0
8425,1068,85.7
7828,7327,20.3
8338,3567,58.0
2556,8760,33.2
6230,9525,10.2
204,5969,42.8
8137,8847,95.2
6237,698,70.4
5115,4374,29.4
7866,8379,17.0
2982,333,58.3
4630,541,53.8
4326,1097,27.8
4331,370,14.6
4510,9398,15.1
379,9504,38.8
5154,5086,86.5
5653,2261,39.7
7517,7311,82.2
2524,8941,66.3
4512,1872,76.2
9111,1289,62.1
5640,6916,88.7
408,329,44.0
9110,9712,37.7
4361,385,51.2
2953,4749,64.5
7111,427,92.0
6773,8133,8.9
614,1600,65.5
4615,5710,52.2
491,8020,69.1
5122,9000,50.1
2236,8270,67.0
8832,5925,33.1
3557,4372,95.8
9894,1252,97.7
7325,5608,12.5
3506,7130,68.8
4443,3922,91.4
5632,5956,6.3
6685,5122,80.8
4088,2207,70.3
6283,3449,68.7
6547,7468,52.9
5768,1993,18.3
4619,4402,83.7
8677,6004,70.8
3970,9004,8.1
4505,6504,54.6
749,7759,62.7
8424,8949,76.8
7762,2083,32.5
6051,8693,76.1
6694,4985,26.5
7291,4787,16.8
3981,1818,72.7
8032,5974,6.3
5318,9507,72.3
5880,8589,68.5
4968,1081,20.7
7578,485,64.3
1867,5862,13.1
3720,3014,69.6
9828,6512,61.2
9142,997,79.4
5541,463,24.0
2111,3587,76.2
6654,3228,72.4
9010,9820,88.3
4800,1009,30.4
156,8531,23.3
9707,7393,67.8
180,6112,47.0
6110,7111,6.8
1539,5230,70.0
5795,8232,26.9
6029,6170,87.7
2918,9630,73.7
61,2943,59.5
3720,8018,27.0
1944,9239,22.1
6505,7733,94.4
2446,4260,68.0
6085,2175,8.7
7095,1341,9.4
7561,4284,26.2
2435,8959,18.8
7563,558,76.6
2749,9483,87.0
1335,1502,32.3
5731,1910,60.7
2937,3879,7.6
4193,8087,90.7
1081,4176,75.3
5139,3917,37.9
6988,7822,94.5
3192,6457,6.3
648,6686,67.9
3269,2064,59.9
8813,7759,25.0
5307,3167,28.5
6586,4060,15.0
3613,1024,90.8
9853,6159,86.9
712,655,47.4
3066,1356,33.7
3025,4888,95.3
2662,3929,17.5
471,9644,39.5
8238,7575,32.9
6706,3298,76.5
8481,9233,79.6
4597,5751,60.1
3753,8901,31.9
1479,9007,85.5
5780,9558,83.9
8751,3830,29.6
5590,4426,44.8
3143,2107,77.6
1379,9244,11.7
9091,9635,17.1
5040,5689,59.0
4532,5,11.9
3945,928,20.1
5069,543,79.6
2072,4288,77.6
2839,7711,15.5
1294,5161,47.1
4198,6022,5.1
9308,2124,91.0
565,6923,12.6
5976,2830,64.9
9314,3980,87.7
8831,511,10.8
2956,5462,97.3
6744,8212,97.6
1197,5718,21.1
4825,6409,42.0
3096,103,35.5
3793,2851,9.1
8627,3336,58.6
1532,6777,18.1
1611,2083,31.7
9830,5107,74.8
8194,9858,34.1
540,1474,29.7
3195,7010,58.5
222,2555,40.1
9418,6094,26.1
1701,7761,77.2
565,8524,43.5
9239,2469,7.7
6193,9033,75.1
8823,5984,30.5
3055,7373,8.4
303,7314,89.7
1308,1993,28.1
75,7516,17.2
5909,4520,98.7
2028,4276,27.3
4320,6664,74.5
9301,2162,26.4
2691,9373,31.9
7205,5643,21.8
2834,9841,35.9
6750,9097,27.7
1100,5472,87.8
5792,3402,57.7
1697,4845,39.2
6519,9053,59.0
2093,2850,46.5
9347,2261,97.1
2541,7606,24.8
6058,9818,54.3
2465,6969,63.0
8147,1774,41.6
98,9992,53.2
4074,1158,53.3
5717,5779,47.3
4508,5648,71.4
9080,9075,40.7
9584,5088,18.2
7470,7345,9.3
2873,5682,40.0
8785,1140,14.3
2537,8169,43.8
9508,8205,57.4
9763,3952,62.8
4951,2052,80.7
2679,3160,43.1
4080,7723,57.9
9834,2519,87.6
1849,474,23.1
434,6843,64.9
8618,6599,76.0
3117,4844,53.5
5476,9452,78.0
7214,1188,73.9
803,3724,37.8
2163,790,44.6
8380,6950,72.2
667,542,6.7
2048,7679,98.7
5650,3456,74.8
461,8925,62.5
4430,6208,68.1
2607,3034,34.5
750,7448,94.2
5899,2303,7.4
8463,2939,10.9
7303,9480,99.9
9514,3473,25.7
4925,439,33.2
3442,930,41.2
947,8534,81.1
8737,9415,24.4
7586,7459,47.5
3780,1700,80.2
3057,3831,98.2
112,300,31.5
6536,8505,34.5
3163,3458,8.6
9221,2503,34.7
9780,8072,80.9
617,3790,63.3
3195,882,39.8
5638,8607,19.6
3555,5618,62.6
6166,8253,48.6
1742,4795,76.7
975,3867,23.4
7998,9839,77.6
2660,3524,37.8
5901,9641,17.8
901,415,91.3
619,8236,95.9
5620,4042,62.2
2866,6182,27.0
4230,6229,92.9
8446,2365,59.9
1554,9758,29.1
8065,1516,41.9
247,6513,32.8
4371,3431,82.0
387,8790,25.0
1761,1306,72.8
3284,1330,64.6
9364,6860,22.1
4600,742,59.2
2811,4234,56.2
4615,4686,51.2
8308,89,56.0
4836,3812,24.6
405,6353,79.9
7158,6366,77.0
96,8734,67.7
5847,8004,98.4
2733,8308,72.7
327,6253,72.7
6773,3329,29.9
7528,7758,93.4
4669,7668,53.9
9408,1067,39.8
3568,8654,47.8
3194,2485,27.0
748,6093,42.3
1358,1881,16.0
5309,4359,31.6
1265,2891,20.0
9546,8811,65.5
4402,6577,33.0
9657,8101,48.1
937,1059,19.9
4092,5666,40.6
1351,5603,14.5
7424,975,58.5
4245,1425,96.4
6930,3638,33.3
2969,4159,74.6
8705,4482,17.1
2224,3386,48.5
5031,4976,15.2
8265,6094,97.0
66,4367,66.4
2145,9658,38.3
3101,9790,51.6
8793,7195,48.0
2364,2921,23.8
2063,8138,44.6
5132,8906,14.6
7743,4372,71.9
6224,6148,66.4
4277,8022,80.9
8927,8935,97.5
6149,2345,66.1
9797,3497,98.9
9438,4552,49.4
7322,3844,68.6
8506,1337,87.3
4085,5020,8.9
9383,4255,10.9
3438,7489,36.3
5103,622,94.7
3653,4146,57.4
4069,7865,61.8
252,1278,54.3
2139,7347,98.3
8810,6068,15.3
9981,8027,52.6
1532,9081,20.8
9203,1059,16.3
8223,8542,72.1
9844,7285,9.6
9827,2406,96.4
2903,1104,25.5
1837,6642,55.4
8087,5953,91.4
1140,4148,63.0
7982,8329,57.5
5636,6330,95.5
1872,8497,71.8
722,2171,99.9
5315,8816,11.8
9299,3998,64.7
7848,2714,56.7
7799,4423,51.4
6242,7784,5.7
8630,1280,34.7
6135,6603,99.1
5491,6645,31.1
5769,447,39.4
9540,4266,51.3
9504,1309,12.3
6537,7734,50.8
5887,9619,65.2
7777,7181,79.3
6894,5256,6.1
9665,4866,36.0
9660,1921,20.1
5437,5143,35.6
6114,5070,61.2
2384,8588,33.6
8044,3089,8.6
5642,3290,10.9
2598,5238,52.1
4630,6774,37.8
1914,4772,73.8
3734,4139,60.4
7511,3978,31.2
2874,5203,45.8
2180,8872,31.1
8308,4321,65.7
8121,7775,15.2
2601,5097,82.5
2440,4190,71.8
9896,7923,5.6
4290,921,28.7
3250,4203,26.7
7985,6013,68.5
7592,1320,88.8
7768,4426,43.0
8771,5090,21.1
1747,2107,38.0
8672,3323,73.9
2301,4311,28.4
8305,6470,88.1
1538,7758,5.4
4901,5962,34.9
9325,5470,93.7
6512,7679,41.9
6978,7330,84.3
7882,7361,46.4
890,8183,84.9
925,423,57.5
9118,9014,52.1
8357,1764,68.5
2865,9190,69.1
8405,2829,12.8
2768,6207,65.3
3742,7089,74.4
2443,4344,15.5
206,819,52.2
1076,1450,86.2
2684,1579,9.2
1369,2730,45.8
6215,8833,36.2
8478,4776,5.9
6187,7213,99.3
9312,9294,19.7
7313,4668,25.3
9872,589,6.4
3522,6432,92.7
5967,4554,89.4
6489,3138,41.9
4841,8970,28.6
9914,4859,54.9
8794,8879,46.3
9830,1522,92.8
9730,7446,33.4
8111,1787,18.5
4821,2675,24.3
610,390,51.7
1242,9665,87.1
8594,9286,91.7
3576,3273,52.2
9617,9753,62.1
6590,7316,13.3
4229,4233,51.6
2619,9240,27.6
6260,554,28.6
9330,7403,49.5
4891,5236,75.0
7075,5720,27.5
1624,5309,12.5
6130,5439,13.4
957,462,39.4
147,902,9.8
1739,4899,24.6
265,828,70.0
7324,555,18.6
4859,9724,93.6
8394,8159,27.7
4357,9928,10.1
9330,2086,99.9
1041,6462,85.5
9669,3004,7.3
3271,9284,60.5
5119,4943,60.2
393,4005,61.4
9392,1193,13.1
311,6244,56.3
8450,7794,5.4
2107,9058,18.8
2163,8843,71.7
796,2721,87.2
1221,6770,42.1
2459,2243,23.2
8261,878,42.6
655,4666,90.8
1563,3403,6.9
7772,3256,10.1
7284,3575,99.3
4432,1816,79.0
3076,9978,69.5
4141,6035,92.3
8695,9704,31.0
3991,8039,63.0
1914,4382,41.3
1178,8285,83.3
389,441,31.8
966,7176,20.7
4593,2618,8.2
8978,5320,45.2
1787,306,37.4
5270,7403,55.1
818,4319,18.6
4062,2249,82.8
1876,3325,14.6
2354,8696,68.0
5043,2302,5.1
7900,3699,38.4
4686,8582,19.0
133,5042,60.1
4867,5013,90.1
7076,7191,8.9
3861,3065,65.0
9309,9330,22.9
5030,6538,91.4
5824,6318,46.4
5576,2580,49.5
789,3274,84.0
1137,8202,75.6
1981,156,34.2
8753,9593,17.0
173,8658,45.6
8736,6086,26.3
8653,1420,97.5
7262,6726,7.0
7621,3032,63.8
5447,9818,58.6
5865,8990,52.2
8448,9371,18.2
8346,8874,16.9
6779,3292,96.6
4438,2151,9.2
5280,5415,41.0
1293,6954,38.8
2272,1305,88.8
2487,4399,32.0
5452,2915,17.4
4263,7255,78.8
5247,8808,93.9
8668,7443,97.8
5612,2703,31.1
3223,1320,92.8
9538,704,88.2
9898,2047,96.4
8129,5481,56.3
5504,2513,20.0
1730,9996,34.7
352,522,92.3
8872,2298,45.2
4219,4660,53.5
1087,2110,87.1
